,frequency
urlLink,2
The,1
Mind,1
Has,1
No,1
Firewall,1
scientists,1
are,1
searching,1
the,14
electromagnetic,1
and,7
sonic,1
spectrums,1
for,1
wavelengths,1
that,3
can,1
affect,1
human,2
behavior,1
A,1
recent,1
Russian,2
military,1
article,2
offered,1
a,2
slightly,1
different,1
slant,1
to,8
problem,1
declaring,1
humanity,1
stands,1
on,2
brink,1
of,5
psychotronic,1
war,1
with,1
mind,1
body,3
as,1
focus,1
That,1
discussed,1
international,1
attempts,1
control,2
psycho,1
physical,1
condition,1
man,1
his,1
decisionmaking,1
processes,1
by,1
use,1
VHF,1
generators,1
noiseless,1
cassettes,1
other,1
technologies,1
An,1
entirely,1
new,1
arsenal,1
weapons,2
based,1
devices,1
designed,1
introduce,1
subliminal,1
messages,1
or,4
alter,2
s,1
psychological,1
data,2
processing,2
capabilities,1
might,1
be,1
used,1
incapacitate,1
individuals,1
These,1
aim,1
psyche,1
attack,1
various,1
sensory,1
systems,1
organism,1
In,1
both,1
cases,1
goal,1
is,1
confuse,1
destroy,1
signals,1
normally,1
keep,1
in,1
equilibrium,1
via,1
