,frequency
February,2
2002,4
urlLink,23
When,1
the,67
Army,1
Owns,1
Weather,5
news,2
that,24
government,1
is,22
engaged,1
in,21
secret,2
experiments,1
to,36
control,3
weather,13
should,1
come,2
as,8
no,3
surprise,1
especially,1
after,1
a,39
long,2
history,1
of,43
cloud,1
seeding,2
atom,1
splitting,1
and,22
cloning,1
revelations,1
The,13
grid,1
patterns,4
jet,1
chemtrails,1
now,1
spotted,1
throughout,2
Western,1
world,9
are,11
likely,1
application,1
these,1
technologies,1
new,3
military,2
civilian,1
uses,1
not,6
attempting,1
hide,1
its,1
term,1
goals,1
Force,1
Multiplier,1
Owning,1
2025,1
white,1
paper,1
can,2
be,11
found,1
on,8
Pentagon,4
sponsored,1
website,1
modification,4
force,1
multiplier,1
with,8
tremendous,1
power,1
could,5
exploited,1
across,2
full,1
spectrum,1
war,2
fighting,1
environments,1
From,1
enhancing,1
friendly,1
operations,1
or,4
disrupting,1
those,1
enemy,1
via,1
small,1
scale,2
tailoring,1
natural,3
complete,1
dominance,1
global,10
communications,1
counter,1
space,1
offers,1
fighter,1
wide,1
range,1
possible,2
options,1
defeat,1
coerce,1
an,8
adversary,2
But,4
while,1
offensive,1
efforts,1
would,2
certainly,2
undertaken,1
by,10
US,3
forces,2
great,1
caution,1
trepidation,1
it,7
clear,1
we,6
cannot,1
afford,1
allow,1
obtain,1
exclusive,1
capability,1
June,1
Climate,6
future,4
health,1
threat,1
Outbreaks,1
human,2
malaria,1
butterflies,1
beset,1
parasites,1
disease,2
stricken,1
corals,1
trees,2
overgrown,1
fungus,1
That,2
gloomy,1
picture,1
tomorrow,1
s,8
planet,3
painted,1
scientists,6
United,1
States,1
change,11
linked,2
epidemics,2
A,2
warmer,2
all,3
likelihood,1
going,2
sicker,1
for,10
everything,1
from,4
marine,1
life,2
people,1
according,2
report,3
panel,1
opponents,1
remain,1
unconvinced,1
there,3
sufficient,1
evidence,1
support,2
conclusion,1
October,1
Tree,1
farms,1
won,2
t,3
halt,1
climate,11
CarboEurope,1
researchers,1
have,11
discovered,2
when,1
ground,1
cleared,1
forest,1
planting,1
rotting,1
organic,2
matter,1
soil,1
releases,1
surge,1
CO2,1
into,4
air,2
Countries,1
will,4
able,1
claim,1
carbon,2
credits,1
forests,1
reflect,1
what,4
happening,2
atmosphere,1
1987,1
After,2
Warming,2
James,1
Burke,2
takes,1
us,4
see,1
been,3
done,3
1990,2
slow,1
Greenhouse,2
Effect,1
Using,1
device,1
called,1
virtual,1
reality,1
chamber,1
guides,1
through,1
scenarios,1
warming,7
year,2
2050,1
simulating,1
based,1
today,1
actions,1
Mediawatch,1
Future,1
Schlock,1
show,1
began,1
mock,1
newscast,1
By,1
2005,1
forty,1
million,1
dead,1
starvation,1
rage,1
New,3
York,2
toxic,1
waste,1
spills,1
Europe,1
evacuation,1
ordered,1
Orleans,1
greater,1
temperatures,1
still,2
Meanwhile,1
PBS,2
refuses,1
Conspiracy,1
devastating,1
critique,1
science,1
theory,2
officials,1
dismissed,1
acclaimed,1
British,2
documentary,1
too,1
one,2
sided,1
It,4
may,4
quite,1
add,1
up,4
conspiracy,1
but,3
coalition,1
interests,1
has,7
promoted,1
greenhouse,1
needed,1
funds,1
media,2
story,1
governments,1
worthy,1
cause,1
And,2
beyond,1
millennium,1
encourages,1
notions,1
apocalypse,1
simply,1
without,1
belief,1
need,1
catastrophe,2
give,2
something,3
believe,1
where,1
once,1
battle,1
between,1
nature,1
humankind,1
line,1
side,1
good,1
against,1
evil,1
January,1
2003,5
Weird,1
Plagues,1
Africa,1
gone,1
haywire,2
cosmos,1
they,1
say,2
longer,1
form,1
experts,1
extreme,2
events,1
plagued,1
countries,1
like,1
Lesotho,1
recent,1
years,5
remarkably,1
consistent,1
predictions,1
April,1
Climatologists,1
waterworld,1
warning,1
Earth,1
While,1
some,1
delegates,1
were,1
reeling,1
catastrophic,1
floods,2
hit,1
continent,1
August,2
others,1
warned,2
risk,1
flooding,1
vastly,1
underestimated,1
studies,1
past,2
episodes,1
suggest,1
wetter,1
only,1
consequence,1
trigger,1
further,1
more,3
dramatic,2
temperature,1
rises,1
July,1
Reaping,1
whirlwind,1
In,1
astonishing,1
announcement,1
World,1
Meteorological,1
Organisation,1
signalled,1
last,2
night,1
High,1
Life,1
Do,1
bugs,1
our,2
Can,1
viruses,1
travel,1
thousands,1
miles,1
winds,1
Is,1
whole,1
ecosystem,1
clouds,3
answer,1
three,1
questions,1
yes,1
who,1
exploring,1
microbial,1
metropolises,1
skies,1
whatever,1
motives,1
bacteria,2
make,1
practical,1
spin,1
off,1
their,1
skills,1
might,1
develop,1
efficient,1
methods,1
using,1
instead,1
chemicals,1
Shield,1
Project,1
Correcting,1
ecological,1
damage,1
mankind,1
NEVER,1
BEEN,1
DONE,1
BEFORE,1
We,5
relatively,2
this,3
notion,1
terraforming,1
real,1
doing,1
Terraforming,1
trying,1
recreate,1
ideal,1
sustaining,1
conditions,1
dying,1
never,1
before,1
intentionally,1
Global,2
weapon,3
mass,3
destruction,3
Human,1
induced,1
at,1
least,1
dangerous,1
nuclear,1
chemical,1
biological,1
arms,1
leading,1
scientist,1
John,1
Houghton,1
former,1
key,1
member,1
Intergovernmental,1
Panel,1
Change,1
said,1
impacts,1
such,2
I,1
hesitation,1
describing,1
December,1
Killing,1
Thousands,1
emissions,1
gases,1
dioxide,1
cars,1
factories,1
causing,1
frequent,1
droughts,2
melting,1
ice,1
caps,1
2004,1
Fortune,2
Magazine,2
Nightmare,1
unclassified,1
completed,1
late,1
agreed,1
share,1
FORTUNE,1
doesn,1
pretend,1
forecast,1
Rather,1
sketches,1
plausible,1
scenario,1
help,1
planners,1
think,1
about,4
coping,1
strategies,1
Here,1
abridged,1
version,1
At,1
first,1
changes,3
easily,1
mistaken,1
normal,1
variation,1
allowing,1
