,frequency
urlLink,1
The,1
Temptation,1
of,10
Dr,2
Weed,1
David,1
Sands,3
was,2
one,1
the,9
worlds,1
few,1
experts,1
on,3
mycoherbicidesfungi,1
that,3
kill,1
other,1
living,1
plants,1
His,1
specialty,1
a,3
fungus,1
meant,1
to,3
replace,1
toxic,1
chemicals,1
as,1
weapon,1
choice,1
in,3
drug,1
war,1
battle,1
plan,1
designed,1
decimate,1
crops,1
coca,1
and,2
cannabis,1
jungles,1
Colombia,2
members,1
Congress,1
are,1
pushing,1
reactivate,1
research,1
mycoherbicides,2
Alarms,1
have,1
already,1
been,1
raised,1
by,2
activists,1
who,2
hate,1
idea,1
American,2
imperialists,1
running,1
show,1
environmentalists,1
fear,1
Bush,1
administration,1
will,1
dump,1
swath,1
South,1
rainforest,1
size,1
California,1
without,1
full,1
awareness,1
potential,1
dangers,1
is,2
adamant,1
project,1
dead,1
