,frequency
urlLink,2
Giant,1
hotdog,1
sparks,1
Pentagon,2
security,1
alert,1
The,2
crew,1
of,4
a,2
27,1
foot,1
long,1
hot,1
dog,1
on,2
wheels,1
have,1
been,1
questioned,1
by,1
police,1
after,1
straying,1
to,3
restricted,1
road,1
near,1
the,4
Story,1
Moosylvania,2
Jay,5
said,4
We,2
re,1
here,3
see,1
President,1
Kennedy,1
want,1
statehood,1
for,1
And,5
guy,2
Turn,1
around,3
and,2
get,2
out,2
You,1
know,1
you,1
could,1
be,1
civil,1
I,6
mean,2
turn,1
No,1
don,1
t,2
like,2
his,3
attitude,2
Of,1
course,1
then,1
started,1
unbuckle,1
revolver,1
panicked,1
let,1
s,1
didn,1
Well,1
will,1
but,1
man,1
is,1
absolutely,1
rude,1
we,1
turned,1
left,1
