,frequency
urlLink,2
Environmentalists,1
Terrorists,1
there,1
are,1
laws,1
against,1
trespassing,1
vandalism,1
destruction,1
of,4
property,1
disorderly,1
conduct,1
and,3
disturbing,1
the,5
peace,1
The,1
only,2
reason,1
for,1
this,2
legislation,2
is,2
to,3
eliminate,1
all,1
forms,1
dissent,2
including,1
time,1
honored,1
democratic,1
traditions,1
nonviolent,1
peaceful,1
protest,1
civil,1
disobedience,1
Civil,1
rights,1
advocates,1
who,1
thought,1
Patriot,1
Act,1
was,1
bad,1
should,1
turn,1
their,1
attention,1
Because,1
if,1
ALEC,1
successful,1
millions,1
people,1
might,1
just,1
lose,1
tool,1
they,1
have,1
left,1
right,1
loud,1
public,1
via,1
American,1
Samizdat,1
