,frequency
urlLink,1
The,1
Judy,1
s,2
Radiation,1
Squirm,1
only,1
briefly,1
mentions,1
nuclear,1
waste,1
it,1
actually,1
a,4
song,4
about,3
dancing,1
Hows,1
Gary,2
convicted,1
murderer,1
Gilmore,1
who,1
fought,1
the,6
court,1
system,1
demanding,1
execution,1
instead,1
of,4
life,1
in,1
prison,1
offers,1
no,1
insight,1
on,1
issue,1
capital,1
punishment,1
Vacation,1
In,1
Tehran,1
is,3
obviously,1
Iranian,1
hostage,1
crisis,1
but,1
what,1
does,1
mean,1
Are,1
we,1
to,2
think,1
for,1
moment,1
that,1
be,1
taken,1
literally,1
Certainly,1
not,1
Dogs,1
look,1
inside,1
mind,1
serial,1
killer,1
Son,1
Sam,1
Why,1
Good,1
question,1
