,frequency
urlLink,2
RFID,3
Industry,1
Confidential,1
Memos,1
Cryptome,1
has,2
learned,1
www,1
autoidcenter,1
org,1
flak,1
made,1
internal,1
memos,1
available,1
for,3
perusal,1
at,1
their,1
site,1
Those,1
people,1
sure,1
have,1
some,1
interesting,2
plans,1
the,3
future,1
Who,1
needs,1
conspiracy,1
theories,1
when,2
you,2
can,1
hear,1
it,1
from,1
horses,1
mouth,1
So,1
just,1
dont,1
buy,1
anything,1
re,1
not,1
willing,1
to,1
throw,1
in,1
microwave,1
10,1
seconds,1
Which,1
creates,1
an,1
problem,1
buying,1
a,1
tin,1
foil,1
hat,1
I,1
suppose,1
