,frequency
urlLink,1
Hiroshima,1
Day,1
One,2
hell,1
of,1
a,2
big,1
bang,1
last,1
thing,1
when,1
you,2
hear,1
people,4
say,1
Let,2
s,3
nuke,2
em,2
these,1
what,1
do,1
think,1
Oh,1
I,3
wouldn,1
t,2
hesitate,1
if,1
had,1
the,5
choice,1
d,1
wipe,1
out,2
You,2
re,1
gonna,1
kill,2
innocent,2
at,1
same,1
time,1
but,1
we,1
ve,2
never,1
fought,1
damn,1
war,1
anywhere,1
in,1
world,1
where,1
they,1
didn,1
If,1
newspapers,1
would,1
just,1
cut,1
shit,1
killed,1
so,1
many,1
civilians,1
That,1
their,1
tough,1
luck,1
for,1
being,1
there,1
