,frequency
urlLink,2
Germany,2
Will,1
Not,1
Aid,1
US,1
Soldiers,2
Adding,1
another,1
sticking,1
point,1
to,5
strained,1
relations,1
with,1
the,3
United,1
States,1
says,1
its,1
troops,2
will,2
not,2
come,1
rescue,1
of,3
American,2
soldiers,3
if,2
they,1
invade,1
Iraq,2
and,3
face,1
a,3
chemical,3
or,3
biological,3
attack,2
there,1
German,2
in,2
Kuwait,1
possess,1
equipment,1
detect,1
contamination,1
by,1
weapons,2
But,1
takes,1
place,1
go,1
forward,1
assist,1
U,1
S,1
their,1
allies,1
ready,2
but,1
uneasy,1
about,1
Meet,1
Platoon,1
USA,1
group,1
typical,1
young,1
warriors,1
who,1
are,1
charged,1
up,1
take,1
on,1
Iraqi,1
strongman,1
Saddam,2
Hussein,1
Except,1
for,1
one,1
thing,1
They,1
fear,1
that,1
during,1
last,1
desperate,1
stand,1
may,1
hurl,1
some,1
kind,1
poison,1
gas,1
deadly,1
germ,1
at,1
them,1
