,frequency
urlLink,2
Real,1
Live,1
Preacher,1
When,1
told,1
the,5
Noah,1
and,2
Ark,1
story,2
in,1
Sunday,1
School,1
I,9
quickly,1
figured,1
out,2
that,1
two,1
of,3
every,1
kind,1
animal,1
would,1
not,1
fit,1
on,1
one,2
boat,1
No,1
else,2
seemed,3
to,4
be,1
doing,1
math,1
could,2
no,1
more,1
believe,4
ark,1
than,1
sky,1
was,2
green,1
wanted,1
Believing,1
nice,1
but,1
couldnt,1
COULD,1
NOT,1
felt,1
strange,1
place,1
because,2
everyone,1
at,1
church,1
everything,1
kept,1
my,1
believing,1
problem,1
myself,1
thought,1
something,1
wrong,1
with,1
me,1
via,1
