,frequency
urlLink,1
Constant,1
Conflict,1
There,1
will,6
be,4
no,1
peace,1
At,1
any,1
given,1
moment,1
for,2
the,5
rest,1
of,3
our,3
lifetimes,1
there,1
multiple,1
conflicts,1
in,1
mutating,1
forms,1
around,1
globe,1
Violent,1
conflict,1
dominate,1
headlines,1
but,1
cultural,2
and,3
economic,1
struggles,1
steadier,1
ultimately,1
more,1
decisive,1
The,1
de,1
facto,1
role,1
US,1
armed,1
forces,1
to,2
keep,1
world,1
safe,1
economy,1
open,1
assault,1
To,1
those,1
ends,1
we,1
do,1
a,1
fair,1
amount,1
killing,1
