,frequency
urlLink,3
Origins,2
of,14
the,21
American,2
Military,3
Coup,2
2012,3
PDF,1
The,2
letter,3
that,3
follows,1
takes,1
us,1
on,1
a,6
darkly,1
imagined,1
excursion,1
into,1
future,1
A,2
military,4
coup,5
has,2
taken,1
place,1
in,3
United,2
States,2
year,1
is,7
and,5
General,1
Thomas,1
E,1
T,1
Brutus,1
Commander,1
Chief,1
Unified,2
Armed,2
Forces,2
now,1
occupies,1
White,1
House,1
as,4
permanent,1
Plenipotentiary,1
His,2
position,1
been,2
ratified,1
by,2
national,1
referendum,1
though,1
scattered,1
disorders,1
still,1
prevail,1
arrests,1
for,2
acts,1
sedition,1
are,1
underway,1
senior,1
retired,1
officer,1
known,1
here,2
simply,1
Prisoner,1
222305759,1
one,1
those,1
arrested,1
having,1
convicted,1
court,1
martial,1
opposing,1
Prior,1
to,5
his,1
execution,1
he,2
able,1
smuggle,1
out,1
prison,1
an,1
old,1
War,1
College,1
classmate,1
discussing,1
In,1
it,2
argues,1
was,1
outgrowth,1
trends,2
visible,1
far,1
back,1
1992,1
These,1
were,1
massive,1
diversion,1
forces,3
civilian,1
uses,1
monolithic,1
unification,1
armed,2
insularity,1
community,1
survives,1
presented,1
verbatim,1
It,1
goes,1
without,1
saying,1
I,1
hope,1
scenario,1
above,1
purely,1
literary,1
device,1
intended,1
dramatize,1
my,1
concern,1
over,1
certain,1
contemporary,1
developments,1
affecting,1
emphatically,1
not,1
prediction,1
Author,1
America,1
s,2
if,1
there,1
sentiment,1
army,1
Support,1
Our,1
Troops,1
Impeach,1
Rumsfeld,1
via,1
