,frequency
urlLink,7
AONN,5
is,5
an,1
UNHOLY,1
PROGRAM,1
of,14
PURE,1
EVIL,1
Can,1
someone,1
say,1
Trained,1
Covert,1
Assassins,1
GONE,1
AWRY,1
Unholy,1
isn,1
t,2
even,1
a,8
good,1
word,1
for,2
this,2
black,2
ops,3
project,1
These,1
gents,1
are,2
working,1
with,3
the,12
forces,1
darkness,1
sure,1
Dude,1
c,1
mon,1
if,1
you,1
re,1
going,1
to,11
try,1
pull,3
off,1
some,2
faux,1
Illuminati,1
covert,1
BS,1
don,1
put,1
your,2
real,1
name,2
and,14
address,1
on,5
DNS,1
contact,1
info,1
then,1
stick,1
it,3
all,1
over,1
message,1
boards,1
Clue,1
in,4
my,1
friend,1
DSIN,1
Defense,2
Security,1
Intelligence,1
Network,2
Our,1
core,1
mission,1
defend,1
Americas,1
streets,1
communities,1
areas,1
where,2
there,1
has,1
been,2
little,1
or,1
no,2
oversight,1
isolate,1
defeat,1
terrorists,1
domestic,1
foreign,1
who,3
operating,1
both,1
out,1
cyberspace,1
expose,1
corruption,1
extremely,1
difficult,1
identify,1
threats,1
national,1
security,1
while,1
implementing,1
countermeasures,1
such,3
create,1
new,2
laws,1
through,1
legislation,1
protect,1
citizens,1
penetrate,1
what,1
have,1
traditionally,1
nearly,1
impenetrable,1
networks,1
reform,1
by,3
means,1
altering,1
previously,1
criminal,1
anti,1
American,1
ideologies,1
via,1
Abuddhas,1
Memes,1
Feds,2
suspicious,1
gov,3
site,2
Access,1
One,1
Northwest,1
self,1
described,1
cyberwarfare,2
unit,1
claiming,1
employ,1
more,1
than,1
2,1
000,1
people,1
had,1
support,1
U,2
S,2
Department,1
No,1
federal,1
agency,2
called,1
appears,1
exist,1
that,1
official,1
list,1
organizations,1
maintained,1
National,1
Institute,1
Standards,1
Technology,1
Politech,1
More,1
plug,1
In,2
spite,2
those,3
know,2
not,2
truth,2
may,2
they,2
be,2
baffled,2
learn,2
Oh,1
FUCK,1
s,2
hip,2
hop,2
label,2
Records,1
like,1
one,1
Sci,1
Fi,1
stories,1
everything,1
was,1
falling,1
apart,1
but,1
few,1
pulled,1
together,1
at,1
night,1
cold,1
dark,1
torch,1
firelight,1
erected,1
network,3
Well,1
super,1
We,1
ve,1
created,1
kind,1
help,1
most,1
brilliant,1
computer,1
scientists,1
engineers,1
West,1
Coast,1
Whoop,1
tee,1
fuckin,1
doo,1
But,1
right,1
