,frequency
urlLink,4
Nevada,1
senators,1
seek,1
Yucca,2
Mountain,2
probe,1
These,1
workers,1
were,4
removed,2
because,1
they,3
doing,1
the,10
right,2
thing,1
Their,1
job,1
was,1
to,6
monitor,1
quality,1
of,2
work,2
being,1
done,1
at,3
and,2
once,1
came,1
forward,1
identified,1
defects,1
with,1
science,1
either,1
terminated,1
or,3
relocated,1
Apparently,1
these,1
employees,1
used,1
as,1
an,4
example,2
keep,2
your,1
mouth,1
shut,1
you,1
ll,1
be,3
via,1
Restore,1
access,1
information,5
by,2
volunteering,1
incriminating,1
government,2
under,1
Homeland,1
Security,1
provisions,1
companies,1
will,1
shielded,1
from,3
inquisitive,1
public,4
Officials,1
nuclear,1
power,2
plants,1
for,3
could,2
about,1
safety,1
flaws,1
providing,1
it,1
Never,1
mind,1
that,1
unknowing,1
might,1
greater,1
risk,1
accident,1
faulty,1
than,1
terrorists,1
Too,1
much,2
is,1
too,1
The,1
bill,1
also,1
imposes,1
sharp,1
penalties,1
against,1
whistleblowers,1
A,2
federal,1
employee,1
who,1
releases,1
secret,1
face,1
up,1
a,2
year,1
in,1
prison,1
spokesman,1
ACLU,1
called,1
House,1
language,1
disaster,1
s,1
know,1
