,frequency
urlLink,4
Welcome,3
to,4
America,3
Please,3
give,2
us,2
the,12
finger,3
Smile,2
for,6
camera,3
Now,2
get,2
hell,2
out,2
foreign,1
traveler,1
hold,1
still,1
and,8
place,1
your,2
here,1
smile,1
enjoy,1
first,1
taste,1
of,6
our,4
trademark,1
wickedly,1
ironic,1
hypocritical,1
joke,1
about,1
being,2
land,1
free,1
Is,1
that,2
weird,1
necklace,1
a,2
religious,1
symbol,1
or,1
something,1
Are,2
those,1
beads,1
filled,1
with,1
white,1
hot,1
hate,1
glorious,1
freedoms,1
24,1
hour,1
Safeways,1
love,1
low,1
rise,1
jeans,1
on,1
teenage,1
girls,1
you,1
in,3
some,1
sort,1
cult,1
via,2
Brazil,3
An,1
American,1
Airlines,1
pilot,1
was,1
arrested,1
by,1
Brazilian,1
federal,1
police,1
after,1
making,1
an,1
obscene,1
gesture,1
when,1
photographed,2
at,2
airport,1
as,1
part,1
newly,1
imposed,2
entry,2
requirement,1
U,1
S,1
citizens,3
requirements,1
Americans,1
be,1
fingerprinted,1
points,1
response,1
similar,1
rules,1
United,1
States,1
other,1
countries,1
whose,1
need,1
visas,1
enter,1
