,frequency
urlLink,3
Duct,3
tape,3
sales,1
rise,1
amid,1
terror,2
fears,1
Americans,2
have,2
apparently,1
heeded,1
the,2
U,1
S,1
government,1
s,2
advice,2
to,2
prepare,1
for,3
attacks,1
emptying,1
hardware,1
store,1
shelves,1
of,3
duct,2
via,1
The,2
Tape,2
Guys,2
Homeland,2
Security,2
on,1
a,1
Roll,1
they,1
submit,1
that,1
no,1
home,1
is,1
truly,1
secure,1
without,1
In,1
light,1
Department,1
DHS,1
recent,1
ready,1
themselves,1
possible,1
chemical,1
and,1
biological,1
warfare,1
strikes,1
put,1
together,1
this,1
helpful,1
list,1
