,frequency
urlLink,2
Sun,3
Ras,1
Space,2
Is,1
the,6
Place,1
After,1
having,1
traveled,1
through,1
space,3
in,2
a,4
yellow,1
spaceship,1
propelled,1
by,1
music,1
Ra,3
finds,1
planet,1
he,2
believes,1
could,1
serve,1
as,1
new,1
home,1
for,1
black,2
race,2
Returning,1
to,4
earth,1
lands,1
Oakland,1
Calif,1
circa,1
1972,1
and,2
has,1
fight,1
The,1
Overseer,2
supernatural,1
villain,1
who,2
pimps,1
out,1
offers,1
those,1
would,1
follow,1
him,2
into,1
an,1
alter,1
destiny,1
but,1
FBI,1
NASAwho,1
are,1
after,1
s,1
Black,1
Programultimately,1
force,1
return,1
before,1
destruction,1
of,1
Earth,1
via,1
