,word,lemma
0,urlLink,urllink
1,Nevada,nevada
2,senators,senat
3,seek,seek
4,Yucca,yucca
5,Mountain,mountain
6,probe,probe
7,These,these
8,workers,worker
9,removed,remov
10,right,right
11,thing,thing
12,Their,their
13,job,job
14,monitor,monitor
15,quality,qualiti
16,work,work
17,done,done
18,came,came
19,forward,forward
20,identified,identifi
21,defects,defect
22,science,scienc
23,either,either
24,terminated,termin
25,relocated,reloc
26,Apparently,appar
27,employees,employe
28,used,use
29,example,exampl
30,keep,keep
31,mouth,mouth
32,shut,shut
33,via,via
34,Restore,restor
35,access,access
36,information,inform
37,volunteering,volunt
38,incriminating,incrimin
39,government,govern
40,Homeland,homeland
41,Security,secur
42,provisions,provis
43,companies,compani
44,shielded,shield
45,inquisitive,inquisit
46,public,public
47,Officials,offici
48,nuclear,nuclear
49,power,power
50,plants,plant
51,could,could
52,safety,safeti
53,flaws,flaw
54,providing,provid
55,Never,never
56,mind,mind
57,unknowing,unknow
58,might,might
59,greater,greater
60,risk,risk
61,accident,accid
62,faulty,faulti
63,terrorists,terrorist
64,Too,too
65,much,much
66,The,the
67,bill,bill
68,also,also
69,imposes,impos
70,sharp,sharp
71,penalties,penalti
72,whistleblowers,whistleblow
73,A,A
74,federal,feder
75,employee,employe
76,releases,releas
77,secret,secret
78,face,face
79,year,year
80,prison,prison
81,spokesman,spokesman
82,ACLU,aclu
83,called,call
84,House,hous
85,language,languag
86,disaster,disast
87,know,know
