,word,lemma
0,I,I
1,finally,final
2,bottom,bottom
3,shelf,shelf
4,WHEW,whew
5,4,4
6,grocery,groceri
7,bags,bag
8,stuffed,stuf
9,food,food
10,lots,lot
11,pasta,pasta
12,pancake,pancak
13,mix,mix
14,jello,jello
15,big,big
16,part,part
17,wanting,want
18,save,save
19,waste,wast
20,think,think
21,taking,take
22,homeless,homeless
23,shelter,shelter
24,later,later
25,way,way
26,delete,delet
27,crap,crap
28,house,hous
29,tempted,tempt
30,ian,ian
31,nothing,noth
32,legal,legal
33,eat,eat
34,far,far
35,okay,okay
36,meaning,mean
37,time,time
38,actually,actual
39,filled,fill
40,two,two
41,trash,trash
42,cans,can
43,stuff,stuff
44,could,could
45,used,use
46,opened,open
47,old,old
48,candy,candi
49,unsweetened,unsweeten
50,shredded,shred
51,coconut,coconut
52,unopened,unopen
53,circa,circa
54,last,last
55,atkins,atkin
56,attempt,attempt
57,bag,bag
58,read,read
59,sell,sell
60,dec,dec
61,2000,2000
62,haahaha,haahaha
63,alrighty,alrighti
64,current,current
65,blood,blood
66,97,97
