,word,stem
0,Audio,audio
1,Tool,tool
2,urlLink,urllink
3,The,the
4,GodFather,godfath
5,SoundEngine,soundengin
6,Free,free
7,MP3Gain,mp3gain
8,Internet,internet
9,Explorer,explor
10,Front,front
11,End,end
12,SlimBrowser,slimbrows
13,Web,web
14,browser,browser
15,Mozilla,mozilla
16,PDF,pdf
17,Utility,util
18,Network,network
19,WinSCP,winscp
20,Partition,partit
21,Manager,manag
22,Ranish,ranish
23,File,file
24,JExplorer,jexplor
25,Encryption,encrypt
26,data,data
27,security,secur
28,PGP,pgp
29,Freeware,freewar
30,Pop,pop
31,Blocker,blocker
32,NoAds,noad
33,RAS,ra
34,Graph,graph
35,Stats,stat
36,Proxomitron,proxomitron
37,Anti,anti
38,Virus,viru
39,AntiVir,antivir
40,Instant,instant
41,Messenger,messeng
42,Miranda,miranda
43,IM,IM
44,Download,download
45,manager,manag
46,wget,wget
47,Firewall,firewal
48,Sygate,sygat
49,FREE,free
50,personal,person
51,use,use
52,Rarewares,rarewar
53,Privoxy,privoxi
54,MP3,mp3
55,Book,book
56,Helper,helper
57,CD,CD
58,DVD,dvd
59,Burning,burn
60,CDRDAO,cdrdao
61,Spyware,spywar
62,SpywareBlaster,spywareblast
63,MyIE2,myie2
64,spam,spam
65,program,program
66,SpamBayes,spambay
67,Fresh,fresh
68,PopUp,popup
69,Stopper,stopper
70,Tag,tag
71,A43,a43
72,Audacity,audac
73,Video,video
74,player,player
75,Media,media
76,Player,player
77,Classic,classic
78,General,gener
79,Utilities,util
80,And,and
81,Other,other
82,Application,applic
83,Celestia,celestia
84,Gaim,gaim
85,Office,offic
86,Suite,suit
87,Open,open
88,Nullsoft,nullsoft
89,Installer,instal
90,Peerguardian,peerguardian
91,HTML,html
92,Editor,editor
93,Selida,selida
94,tool,tool
95,xviD,xvid
96,QCD,qcd
97,Photo,photo
98,manipulation,manipul
99,image,imag
100,design,design
101,Tuxpaint,tuxpaint
102,995,995
103,Kerio,kerio
104,Personal,person
105,home,home
106,Compression,compress
107,Decompression,decompress
108,bzip2,bzip2
109,3D,3D
110,Graphic,graphic
111,Anim8or,anim8or
112,Eraser,eras
113,TightVNC,tightvnc
114,Programming,program
115,Freepascal,freepasc
116,TagScanner,tagscann
117,Now3D,now3d
118,Ghostscript,ghostscript
119,GSView,gsview
120,GnuPG,gnupg
121,System,system
122,Information,inform
123,monitoring,monitor
124,AIDA32,aida32
125,Firebird,firebird
126,Inno,inno
127,Setup,setup
128,Star,star
129,Downloader,download
130,dBpowerAMP,dbpoweramp
131,Music,music
132,Converter,convert
133,K9,K9
134,TestDisk,testdisk
135,Sonique,soniqu
136,POPFile,popfil
137,Sysinternals,sysintern
138,Checksum,checksum
139,Utilitie,utiliti
140,fsum,fsum
141,2xExplorer,2xexplor
142,Winamp,winamp
143,Diet,diet
144,K,K
145,jEdit,jedit
146,Axcrypt,axcrypt
147,wackget,wackget
148,Musik,musik
149,Meleon,meleon
150,AppRocket,approcket
151,CDex,cdex
152,MeeSoft,meesoft
153,Commander,command
154,hksfv,hksfv
155,7,7
156,zip,zip
157,Jet,jet
158,Basic,basic
159,Google,googl
160,Toolbar,toolbar
161,IRC,irc
162,Client,client
163,BersIRC,bersirc
164,UPX,upx
165,Kit,kit
