,word,lemma
0,As,As
1,tell,tell
2,last,last
3,post,post
4,I,I
5,new,new
6,car,car
7,Well,well
8,almost,almost
9,Let,let
10,story,stori
11,About,about
12,time,time
13,year,year
14,shopping,shop
15,signed,sign
16,Evo,evo
17,better,better
18,judgment,judgment
19,told,told
20,go,go
21,something,someth
22,cheaper,cheaper
23,start,start
24,Also,also
25,271,271
26,HP,HP
27,bit,bit
28,much,much
29,someone,someon
30,never,never
31,driven,driven
32,manual,manual
33,decided,decid
34,use,use
35,grandfathers,grandfath
36,Ford,ford
37,discount,discount
38,pick,pick
39,Focus,focu
40,It,It
41,decent,decent
42,looks,look
43,handling,handl
44,interior,interior
45,fairly,fairli
46,accomodating,accomod
47,yet,yet
48,find,find
49,nicer,nicer
50,seats,seat
51,even,even
52,SVT,svt
53,While,while
54,trying,tri
55,wanted,want
56,sales,sale
57,person,person
58,working,work
59,kept,kept
60,mentioning,mention
61,When,when
62,finally,final
63,went,went
64,dealer,dealer
65,lot,lot
66,grab,grab
67,automatic,automat
68,ZX3,zx3
69,test,test
70,drive,drive
71,pass,pass
72,least,least
73,five,five
74,SVTs,svt
75,single,singl
76,Obviously,obvious
77,cars,car
78,selling,sell
79,well,well
80,bought,bought
81,Camaro,camaro
82,two,two
83,months,month
84,ago,ago
85,put,put
86,200,200
87,miles,mile
88,getting,get
89,stopped,stop
90,always,alway
91,looking,look
92,forums,forum
93,mentioned,mention
94,cannot,cannot
95,remember,rememb
96,context,context
97,praising,prais
98,Subaru,subaru
99,forum,forum
100,A,A
101,moderately,moder
102,respectable,respect
103,entrenched,entrench
104,another,anoth
105,manufacturer,manufactur
106,camp,camp
107,praise,prais
108,Just,just
109,whim,whim
110,look,look
111,used,use
112,area,area
113,The,the
114,one,one
115,could,could
116,2004,2004
117,model,model
118,940,940
119,figured,figur
120,typo,typo
121,9,9
122,400,400
123,email,email
124,Nope,nope
125,An,An
126,older,older
127,gentleman,gentleman
128,traded,trade
129,Lightning,lightn
130,seemed,seem
131,young,young
132,He,He
133,returned,return
134,3,3
135,weeks,week
136,later,later
137,They,they
138,gave,gave
139,overnight,overnight
140,along,along
141,Tighter,tighter
142,punishing,punish
143,suspension,suspens
144,brakes,brake
145,acceleration,acceler
146,amazing,amaz
147,transmission,transmiss
148,Going,go
149,eye,eye
150,opening,open
151,Getrag,getrag
152,trans,tran
153,thing,thing
154,beauty,beauti
155,think,think
156,35k,35k
157,S2000,s2000
158,dealership,dealership
159,first,first
160,market,market
161,19,19
162,995,995
163,cost,cost
164,fly,fli
165,salesperson,salesperson
166,also,also
167,offered,offer
168,7,7
169,500,500
170,interest,interest
171,rate,rate
172,49,49
173,Given,given
174,numbers,number
175,monthly,monthli
176,payment,payment
177,would,would
178,677,677
179,17,17
180,price,price
181,talked,talk
182,16,16
183,900,900
184,trade,trade
185,brought,brought
186,750,750
187,8,8
188,000,000
189,APR,apr
190,6,6
191,After,after
192,loan,loan
193,payoff,payoff
194,license,licens
195,document,document
196,fees,fee
197,yeah,yeah
198,WTF,wtf
199,taxes,tax
200,1,1
201,finance,financ
202,238,238
203,75,75
204,With,with
205,528,528
206,27,27
207,love,love
208,quite,quit
209,speed,speed
210,multiple,multipl
211,people,peopl
212,smoother,smoother
213,That,that
214,disguise,disguis
215,take,take
216,anyway,anyway
