,word,lemma
0,I,I
1,believe,believ
2,George,georg
3,Carlin,carlin
4,said,said
5,best,best
6,Here,here
7,problem,problem
8,ten,ten
9,commandments,command
10,exactly,exactli
11,10,10
12,You,you
13,simply,simpli
14,need,need
15,The,the
16,list,list
17,artificially,artifici
18,deliberately,deliber
19,inflated,inflat
20,get,get
21,happened,happen
22,About,about
23,5,5
24,000,000
25,years,year
26,ago,ago
27,bunch,bunch
28,religious,religi
29,political,polit
30,hustlers,hustler
31,got,got
32,together,togeth
33,try,tri
34,figure,figur
35,control,control
36,people,peopl
37,keep,keep
38,line,line
39,They,they
40,knew,knew
41,basically,basic
42,stupid,stupid
43,would,would
44,anything,anyth
45,told,told
46,announced,announc
47,God,god
48,given,given
49,mountain,mountain
50,one,one
51,around,around
52,Well,well
53,let,let
54,ask,ask
55,making,make
56,shit,shit
57,pick,pick
58,Why,whi
59,9,9
60,11,11
61,tell,tell
62,sound,sound
63,official,offici
64,Ten,ten
65,sounds,sound
66,important,import
67,basis,basi
68,decimal,decim
69,system,system
70,decade,decad
71,psychologically,psycholog
72,satisfying,satisfi
73,number,number
74,top,top
75,wanted,want
76,dressed,dress
77,So,So
78,really,realli
79,marketing,market
80,decision,decis
81,It,It
82,clearly,clearli
83,bullshit,bullshit
84,document,document
85,sell,sell
86,better,better
87,show,show
88,reduce,reduc
89,come,come
90,little,littl
91,workable,workabl
92,logical,logic
93,going,go
94,use,use
95,Roman,roman
96,Catholic,cathol
97,version,version
98,ones,one
99,taught,taught
100,boy,boy
101,Let,let
102,start,start
103,first,first
104,three,three
105,AM,AM
106,THE,the
107,LORD,lord
108,THY,thi
109,GOD,god
110,THOU,thou
111,SHALT,shalt
112,NOT,not
113,HAVE,have
114,STRANGE,strang
115,GODS,god
116,BEFORE,befor
117,ME,ME
118,TAKE,take
119,NAME,name
120,OF,OF
121,IN,IN
122,VAIN,vain
123,KEEP,keep
124,HOLY,holi
125,SABBATH,sabbath
126,Right,right
127,bat,bat
128,pure,pure
129,Sabbath,sabbath
130,day,day
131,Lord,lord
132,name,name
133,strange,strang
134,gods,god
135,Spooky,spooki
136,language,languag
137,Designed,design
138,scare,scare
139,primitive,primit
140,In,In
141,way,way
142,superstitious,superstiti
143,nonsense,nonsens
144,like,like
145,apply,appli
146,lives,live
147,intelligent,intellig
148,civilized,civil
149,humans,human
150,21st,21st
151,century,centuri
152,7,7
153,Next,next
154,HONOR,honor
155,FATHER,father
156,AND,and
157,MOTHER,mother
158,Obedience,obedi
159,respect,respect
160,authority,author
161,Just,just
162,another,anoth
163,controlling,control
164,truth,truth
165,obedience,obedi
166,automatic,automat
167,earned,earn
168,based,base
169,parent,parent
170,performance,perform
171,Some,some
172,parents,parent
173,deserve,deserv
174,period,period
175,six,six
176,Now,now
177,interest,interest
178,logic,logic
179,something,someth
180,religion,religion
181,uncomfortable,uncomfort
182,jump,jump
183,bit,bit
184,STEAL,steal
185,BEAR,bear
186,FALSE,fals
187,WITNESS,wit
188,Stealing,steal
189,lying,lie
190,actually,actual
191,two,two
192,prohibit,prohibit
193,kind,kind
194,behavior,behavior
195,dishonesty,dishonesti
196,combine,combin
197,call,call
198,commandment,command
199,thou,thou
200,shalt,shalt
201,dishonest,dishonest
202,And,and
203,suddenly,suddenli
204,long,long
205,combining,combin
206,others,other
207,belong,belong
208,COMMIT,commit
209,ADULTRY,adultri
210,COVET,covet
211,NEIGHBOR,neighbor
212,S,S
213,WIFE,wife
214,Once,onc
215,type,type
216,case,case
217,marital,marit
218,infidelity,infidel
219,difference,differ
220,coveting,covet
221,takes,take
222,place,place
223,mind,mind
224,But,but
225,think,think
226,outlaw,outlaw
227,fantasizing,fantas
228,someone,someon
229,else,els
230,wife,wife
231,guy,guy
232,gonna,gonna
233,waxing,wax
234,carrot,carrot
235,good,good
236,idea,idea
237,unfaithful,unfaith
238,four,four
239,honesty,honesti
240,part,part
241,overall,overal
242,value,valu
243,could,could
244,fidelity,fidel
245,give,give
246,simpler,simpler
247,positive,posit
248,instead,instead
249,negative,neg
250,whole,whole
251,thing,thing
252,always,alway
253,honest,honest
254,faithful,faith
255,3,3
256,GOODS,good
257,This,thi
258,plain,plain
259,fuckin,fuckin
260,Coveting,covet
261,neighbor,neighbor
262,goods,good
263,keeps,keep
264,economy,economi
265,Your,your
266,gets,get
267,vibrator,vibrat
268,plays,play
269,ye,ye
270,want,want
271,creates,creat
272,jobs,job
273,leave,leav
274,alone,alon
275,throw,throw
276,2,2
277,big,big
278,talked,talk
279,yet,yet
280,KILL,kill
281,Murder,murder
282,never,never
283,murder,murder
284,More,more
285,killed,kill
286,god,god
287,reason,reason
288,All,all
289,look,look
290,Northern,northern
291,Ireland,ireland
292,Cashmire,cashmir
293,Inquisition,inquisit
294,Crusades,crusad
295,World,world
296,Trade,trade
297,Center,center
298,see,see
299,seriously,serious
300,folks,folk
301,take,take
302,kill,kill
303,devout,devout
304,negotiable,negoti
305,depends,depend
306,doin,doin
307,killin,killin
308,gettin,gettin
309,revised,revis
310,Thou,thou
311,provider,provid
312,thy,thi
313,nookie,nooki
314,real,real
315,hard,hard
316,anyone,anyon
317,unless,unless
318,course,cours
319,pray,pray
320,different,differ
321,invisible,invis
322,man,man
323,Two,two
324,Moses,mose
325,carried,carri
326,hill,hill
327,pocket,pocket
328,Alabama,alabama
329,posting,post
330,courthouse,courthous
331,wall,wall
332,provided,provid
333,additional,addit
334,thyself,thyself
