,word,lemma
0,Least,least
1,Complicated,complic
2,Words,word
3,Music,music
4,Emily,emili
5,Saliers,salier
6,urlLink,urllink
7,Indigo,indigo
8,Girls,girl
9,I,I
10,sit,sit
11,two,two
12,stories,stori
13,street,street
14,It,It
15,awful,aw
16,quiet,quiet
17,since,sinc
18,love,love
19,fell,fell
20,asleep,asleep
21,There,there
22,life,life
23,though,though
24,kids,kid
25,walking,walk
26,home,home
27,school,school
28,So,So
29,long,long
30,ago,ago
31,taught,taught
32,That,that
33,whatever,whatev
34,kind,kind
35,puzzle,puzzl
36,got,got
37,You,you
38,stick,stick
39,right,right
40,formula,formula
41,solution,solut
42,every,everi
43,fool,fool
44,remember,rememb
45,time,time
46,came,came
47,close,close
48,Sent,sent
49,skipping,skip
50,class,class
51,running,run
52,And,and
53,bought,bought
54,ring,ring
55,cause,caus
56,never,never
57,cool,cool
58,What,what
59,makes,make
60,think,think
61,start,start
62,clean,clean
63,slated,slate
64,The,the
65,hardest,hardest
66,learn,learn
67,least,least
68,complicated,complic
69,house,hous
70,resist,resist
71,seen,seen
72,cease,ceas
73,exist,exist
74,A,A
75,conscientious,conscienti
76,objection,object
77,dodging,dodg
78,draft,draft
79,Boy,boy
80,girl,girl
81,holding,hold
82,hands,hand
83,want,want
84,wait,wait
85,eye,eye
86,things,thing
87,could,could
88,apply,appli
89,let,let
90,everything,everyth
91,go,go
92,seemed,seem
93,truth,truth
94,thing,thing
95,Oh,Oh
96,mirror,mirror
97,All,all
98,next,next
99,fall,fall
100,going,go
101,recall,recal
102,something,someth
103,new,new
