,frequency
I,5
just,1
spent,2
some,2
time,2
playing,1
with,4
the,3
beta,1
version,1
of,4
urlLink,1
Atmosphere,2
Adobe,2
s,2
new,1
3D,2
environment,2
software,1
and,3
thought,1
d,1
give,1
a,3
couple,1
quick,1
impressions,1
ve,1
always,1
been,2
interested,1
in,3
VR,1
quite,1
bit,1
working,1
VRML,3
but,4
think,1
inherant,1
problem,1
was,2
that,2
not,2
enough,2
attention,1
had,1
given,1
to,6
community,1
You,2
could,1
build,1
all,1
these,3
really,1
cool,1
places,1
people,1
couldn,2
t,3
interact,1
them,1
also,1
easily,1
move,1
from,1
one,1
another,1
without,1
going,1
back,1
forth,1
between,1
2D,1
web,1
pages,1
involved,1
project,1
tried,1
solve,1
problems,2
anybody,1
remember,1
Terra,1
Vista,1
it,2
didn,1
as,2
far,1
we,1
would,1
have,2
liked,1
appears,1
addressed,1
It,1
first,1
product,1
do,1
so,1
maybe,1
has,1
muscle,1
for,1
gain,1
wide,1
acceptance,1
