,frequency
I,1
m,1
pleased,1
to,5
announce,1
that,2
VRML,1
creator,1
and,6
all,1
around,1
visionary,1
Mark,1
Pesce,1
has,2
joined,1
Mindjack,1
s,4
ever,1
growing,1
stable,1
of,13
writers,2
His,1
first,2
article,1
urlLink,1
Redefining,1
Television,2
is,3
an,1
insightful,1
examination,1
the,13
state,1
future,2
medium,1
Here,2
a,4
snippet,1
In,1
earliest,1
days,2
television,6
like,1
George,1
Orwell,1
in,3
1984,1
Ray,1
Bradbury,1
Fahrenheit,1
451,1
projected,1
as,2
instrumentality,1
totalitarian,1
monolithic,2
entity,1
dispensing,1
propaganda,1
And,1
if,1
any,1
you,2
occasionally,1
watch,1
Fox,1
News,1
can,1
see,1
they,2
weren,1
t,1
far,1
off,1
mark,1
But,1
here,1
thing,1
are,1
numbered,1
Actually,1
ve,1
already,1
passed,1
though,1
yet,1
very,1
few,1
people,1
realize,1
this,1
To,1
understand,1
why,1
we,1
need,1
go,1
back,1
principles,1
What,1
functional,1
definition,4
capture,1
encoding,2
transmission,2
reception,2
decoding,2
display,2
moving,1
images,1
This,1
applies,1
Golden,1
Age,1
present,1
era,1
Yet,1
every,1
word,1
changed,1
because,1
introduction,1
digital,1
production,1
technologies,1
