,frequency
Cory,1
Doctorow,1
urlLink,2
reviews,1
Smart,2
Mobs,2
in,5
the,14
new,1
Mindjack,1
are,3
Slashdot,1
effect,1
applied,1
to,5
meatspace,1
zeitgeist,1
A,1
squillion,1
like,1
minded,1
souls,1
who,1
don,1
t,1
know,1
each,2
other,1
and,3
will,1
never,1
meet,1
pop,1
out,1
of,8
transmetropolitan,1
brickface,1
break,1
white,1
noise,1
balance,1
atomic,1
viewpoints,1
speak,1
with,5
one,2
voice,1
roaring,1
a,8
righteous,1
YES,1
or,2
an,3
adamant,1
NO,1
without,3
organizers,1
leaders,1
manifestoes,1
forethought,1
Also,1
this,3
issue,1
depth,1
look,1
at,2
Internet,2
Archive,1
by,1
Doug,1
Roberts,1
Tucked,1
away,2
seediest,1
neighborhoods,1
San,1
Francisco,1
is,4
roomful,1
over,2
two,1
hundred,1
computers,2
terabyte,1
data,1
stored,1
on,3
every,1
three,1
Stairs,1
from,2
street,1
lead,1
up,1
intimidating,1
hallway,1
that,2
opens,1
into,2
room,1
15,1
foot,1
ceilings,1
just,1
side,2
hip,1
ductwork,2
ceiling,1
To,1
right,1
storage,1
area,1
single,1
desk,1
left,1
Baker,1
s,3
racks,1
tightly,1
packed,1
off,1
shelf,1
HP,1
desktop,1
machines,1
turned,1
it,2
maximize,1
space,2
Somewhere,1
all,1
fan,1
squeaking,1
painfully,1
Walking,1
echoey,1
warm,1
warehouse,1
easy,1
be,1
underwhelmed,1
until,2
you,2
realize,1
what,1
looking,1
spinning,1
these,1
nothing,1
less,1
than,1
copy,1
1996,1
today,1
