,frequency
urlLink,1
Mindjack,1
interviews,1
Warren,1
Ellis,1
So,1
why,1
aren,1
t,5
you,1
reading,1
comics,3
these,1
days,1
Really,1
it,4
doesn,2
seem,1
to,2
me,3
that,3
there,3
are,1
many,2
being,2
written,1
for,1
I,3
want,1
something,1
with,3
a,6
little,2
more,1
muscle,1
and,3
bite,1
than,1
standard,1
issue,1
power,1
fantasies,1
whimsical,1
romance,1
the,3
autobiographies,1
of,4
people,1
who,1
never,1
do,2
anything,1
things,1
elves,1
The,1
Western,1
medium,1
has,1
cycles,1
s,2
currently,1
in,2
creative,1
downturn,1
That,2
mean,1
isn,1
excellent,1
work,1
done,1
simply,1
means,1
not,1
much,1
And,1
on,1
personal,1
level,1
is,1
talking,1
Not,1
reflect,2
fact,2
live,1
multicultural,1
society,1
fitted,1
global,1
communications,1
net,1
nor,1
they,1
don,1
own,1
pair,1
Superman,1
underpants,1
