,frequency
urlLink,2
This,1
post,1
by,2
Warren,1
Ellis,1
to,5
his,3
blog,1
isn,1
t,1
just,1
cool,1
because,1
he,3
linked,1
Mindjack,1
At,1
Bruce,1
Sterling,1
s,2
house,1
in,4
Austin,1
Texas,1
Howard,1
Waldrop,1
beams,2
Cory,2
Doctorow,1
an,2
mp3,1
of,3
some,1
swampy,1
old,1
rock,1
n,1
roll,1
from,2
the,5
dawn,1
time,1
The,1
next,2
day,1
across,1
town,1
powerbook,1
scorching,1
flesh,1
off,1
legs,1
it,2
over,1
me,2
England,1
I,1
put,1
up,1
on,1
a,2
private,1
server,1
for,1
Fraction,1
Kansas,1
City,1
and,1
Laurenn,1
San,1
Francisco,1
while,1
reading,1
first,1
few,2
chapters,1
new,1
book,1
which,1
sent,1
airport,1
days,1
before,1
squatting,1
power,1
outlet,1
public,1
toilets,1
continued,1
