,frequency
Now,1
in,4
Mindjack,1
a,11
review,1
of,6
the,7
urlLink,1
Xircom,1
Wireless,1
LAN,1
Module,1
for,4
Palm,1
m500,1
handhelds,1
A,1
subject,1
that,2
only,1
Cory,1
Doctorow,1
could,1
make,1
this,1
interesting,1
Four,1
or,3
five,1
years,1
ago,1
I,7
had,2
sea,1
change,1
my,2
computing,1
experience,2
One,1
day,2
realized,1
started,1
to,2
view,1
any,1
computer,1
not,1
connected,1
Internet,2
as,2
just,3
fancy,1
game,1
console,1
cum,1
jumped,1
up,1
typewriter,1
Working,1
on,3
an,3
airplane,1
from,2
caf,1
felt,1
wrong,1
This,1
feeling,1
deepened,1
and,7
magnified,1
thousandfold,1
got,1
first,1
iBook,1
Airport,1
Base,1
Station,1
If,2
you,6
ve,2
used,1
wireless,2
networking,3
laptop,1
know,1
what,1
m,1
talking,1
about,2
snatching,1
out,3
very,1
air,1
is,3
won,1
t,3
go,2
back,1
willingly,1
another,1
one,2
TiVo,2
stopped,1
watching,1
TV,2
hotel,1
rooms,1
because,1
can,1
choose,1
among,1
thirty,1
hours,1
custom,1
recorded,1
programming,1
skip,1
commercials,1
Just,2
ruined,2
me,2
dumb,1
802,3
11,3
wired,1
no,1
at,1
all,2
And,1
it,2
keeps,1
getting,1
better,1
isn,1
technology,1
s,1
movement,1
ad,1
hoc,1
world,2
open,1
base,1
stations,1
around,1
haul,1
your,1
equipped,1
device,1
start,1
hunting,1
network,1
re,1
major,1
city,1
chances,1
are,1
ll,1
find,1
before,1
block,1
Forget,1
3G,1
Blackberry,1
those,1
other,1
pale,1
imitations,1
connectivity,1
community,1
real,1
shit,1
fast,1
unmetered,1
insecure,1
control,1
