,frequency
I,4
just,1
got,1
urlLink,4
Syberia,1
and,3
Post,1
Mortem,1
two,1
promising,1
new,1
adventure,3
games,5
from,3
Montreal,1
based,1
developer,1
Microids,1
As,1
you,3
might,1
be,1
able,1
to,2
judge,1
some,1
of,3
my,1
posts,1
here,1
m,2
a,3
big,1
fan,1
The,1
traditional,1
kind,1
where,1
can,1
carry,1
an,1
enormous,1
inventory,1
in,2
your,4
pants,1
explore,1
the,3
game,1
at,1
own,1
pace,1
ve,1
been,1
thinking,1
lot,1
about,2
genre,1
lately,1
plan,1
write,2
something,1
it,1
soon,1
aside,1
reviews,1
aforementioned,1
interested,1
hearing,1
thoughts,1
on,1
Do,1
think,1
there,1
s,1
place,1
for,1
them,1
today,1
What,1
are,1
favorite,1
src,1
http,1
www,1
quicktopic,1
com,1
18,1
iaMjuWreTAS,1
js,1
Comments,1
document,1
ct_18_iaMj,1
