,frequency
If,1
you,2
aren,1
t,2
reading,1
urlLink,1
futurefeedforward,1
should,1
be,1
NEW,1
YORK,1
ABC,1
news,1
magazine,1
20,4
reporter,1
John,1
Stossel,1
accidentally,1
decapitated,1
late,1
last,1
month,1
while,1
shooting,1
a,3
segment,1
debunking,1
the,5
myth,1
of,2
wind,1
power,1
returns,1
to,2
air,1
Wednesday,1
in,1
special,1
interview,1
with,1
anchor,1
Barbara,1
Walters,2
It,2
s,2
really,1
an,1
amazing,1
story,1
explains,1
Most,1
people,1
wouldn,1
even,1
survive,1
decapitation,1
let,1
alone,1
have,1
guts,1
determination,1
keep,1
doing,1
their,1
jobs,1
real,1
triumph,1
human,1
spirit,1
