,frequency
urlLink,1
Jim,1
Lai,1
reports,1
on,6
Digifest,2
2002,2
in,4
the,14
new,1
issue,1
of,8
Mindjack,1
I,7
didn,1
t,1
have,1
much,2
way,2
expectations,1
going,1
to,4
pretty,1
pictures,1
glitzy,1
art,1
advertising,1
pieces,1
and,6
possibly,1
some,2
cool,2
tech,1
was,7
pleasantly,1
surprised,1
by,2
breadth,1
depth,1
presentations,1
Wednesday,1
night,1
Hit,1
media,2
session,1
got,1
see,1
graphics,1
a,4
really,1
big,1
screen,1
The,2
theme,1
this,3
international,2
digital,1
festival,4
4,1
D,1
challenge,1
go,1
beyond,1
third,1
dimension,2
would,2
deem,1
be,2
success,1
overall,1
as,1
end,1
it,3
apparent,1
that,4
there,2
speculation,1
what,1
constitutes,1
fourth,1
Now,1
ve,1
spoiled,1
ending,1
gotten,1
out,1
with,2
itself,1
original,1
vision,1
for,1
local,1
Toronto,1
participation,1
but,2
quickly,1
expanded,1
scope,1
arrival,1
submissions,1
There,1
soire,1
before,1
keynote,1
where,1
attendees,1
could,1
snack,1
catered,1
food,1
mingle,1
Quite,1
few,1
people,1
were,1
many,1
them,1
either,1
dressed,1
hip,1
or,1
stylishly,1
almost,1
felt,1
underdressed,1
just,1
put,1
my,1
best,1
casual,1
face,1
all,1
Business,1
cards,1
flowed,1
like,1
water,1
