,word,lemma
0,Have,have
1,experienced,experienc
2,new,new
3,Panasonic,panason
4,TFT,tft
5,screens,screen
6,littered,litter
7,around,around
8,Tescos,tesco
9,play,play
10,little,littl
11,jingle,jingl
12,try,tri
13,sell,sell
14,stuff,stuff
15,like,like
16,mars,mar
17,bars,bar
18,cookin,cookin
19,sources,sourc
20,When,when
21,happens,happen
22,I,I
23,feel,feel
24,slightly,slightli
25,dizzy,dizzi
26,look,look
27,compelled,compel
28,buy,buy
29,something,someth
30,want,want
31,We,We
32,need,need
33,backlash,backlash
