,word,stem
0,This,thi
1,first,first
2,post,post
3,merely,mere
4,introduces,introduc
5,blog,blog
6,used,use
7,scheduling,schedul
8,information,inform
9,FFXI,ffxi
10,Lakshmi,lakshmi
11,Server,server
12,Swashbucklers,swashbuckl
13,Linkshell,linkshel
14,Static,static
15,Party,parti
16,Shari,shari
17,Skellington,skellington
18,put,put
19,together,togeth
20,purposes,purpos
21,acting,act
22,like,like
23,pirates,pirat
24,leveling,level
25,generally,gener
26,good,good
27,time,time
28,BCNM,bcnm
29,party,parti
30,schedules,schedul
31,follow,follow
32,Thanks,thank
