,word,stem
0,urlLink,urllink
1,Gather,gather
2,Women,women
3,Beginning,begin
4,week,week
5,March,march
6,3,3
7,8,8
8,2003,2003
9,linked,link
10,globally,global
11,interactive,interact
12,website,websit
13,inviting,invit
14,women,women
15,demonstrate,demonstr
16,courage,courag
17,risk,risk
18,leaving,leav
19,old,old
20,conformities,conform
21,joining,join
22,millions,million
23,others,other
24,throughout,throughout
25,world,world
26,thousands,thousand
27,unique,uniqu
28,events,event
29,celebrating,celebr
30,woman,woman
31,true,true
32,worth,worth
33,expressing,express
34,shared,share
35,concern,concern
36,human,human
37,family,famili
38,creating,creat
39,supporting,support
40,actions,action
41,enable,enabl
42,humanity,human
43,live,live
44,together,togeth
45,based,base
46,life,life
47,affirming,affirm
48,values,valu
49,evoking,evok
50,profound,profound
51,level,level
52,experience,experi
53,As,As
54,bring,bring
55,forward,forward
56,We,We
57,touch,touch
58,cycles,cycl
59,function,function
60,context,context
61,deeply,deepli
62,relational,relat
63,This,thi
64,realization,realiz
65,allowing,allow
66,safety,safeti
67,comfortable,comfort
68,capacity,capac
69,generate,gener
70,creative,creativ
71,solutions,solut
72,benefit,benefit
73,planet,planet
74,rich,rich
75,exchange,exchang
76,cultural,cultur
77,dissolve,dissolv
78,ties,tie
79,bind,bind
80,us,us
81,illusion,illus
82,one,one
83,segment,segment
84,win,win
85,another,anoth
86,loses,lose
87,Together,togeth
88,contributing,contribut
89,new,new
90,collective,collect
91,wisdom,wisdom
92,lending,lend
93,strength,strength
94,wish,wish
95,embrace,embrac
96,From,from
97,emerging,emerg
98,balance,balanc
99,born,born
100,dimension,dimens
