,word,stem
0,urlLink,urllink
1,Why,whi
2,may,may
3,never,never
4,regain,regain
5,liberties,liberti
6,lost,lost
7,The,the
8,Bush,bush
9,administration,administr
10,attitude,attitud
11,assisted,assist
12,Congress,congress
13,long,long
14,since,sinc
15,abandoned,abandon
16,commitment,commit
17,liberty,liberti
18,government,govern
19,right,right
20,know,know
21,absolutely,absolut
22,everything,everyth
23,violate,violat
24,fundamental,fundament
25,rights,right
26,impunity,impun
27,cause,caus
28,deemed,deem
29,worthy,worthi
30,You,you
31,hand,hand
32,name,name
33,money,money
34,unless,unless
35,information,inform
36,harmless,harmless
37,people,peopl
38,every,everi
39,motive,motiv
40,cover,cover
41,misdeeds,misde
42,turned,turn
43,secrecy,secreci
44,mantra,mantra
45,recognize,recogn
46,danger,danger
47,poses,pose
48,freedoms,freedom
49,much,much
50,less,less
51,pocketbooks,pocketbook
