,word,lemma
0,Cancer,cancer
1,Horoscope,horoscop
2,Astrocenter,astrocent
3,com,com
4,Little,littl
5,voices,voic
6,whispering,whisper
7,ear,ear
8,today,today
9,could,could
10,asking,ask
11,lift,lift
12,ground,ground
13,join,join
14,clouds,cloud
15,dear,dear
16,You,you
17,might,might
18,get,get
19,feeling,feel
20,great,great
21,deal,deal
22,tension,tension
23,heart,heart
24,say,say
25,versus,versu
26,mind,mind
27,Don,don
28,surprised,surpris
29,energy,energi
30,day,day
31,leaves,leav
32,muddle,muddl
33,confusion,confus
34,time,time
35,sun,sun
36,sets,set
37,Take,take
38,deep,deep
39,breaths,breath
40,stress,stress
41,making,make
42,hard,hard
43,decisions,decis
44,commitments,commit
