,word,lemma
0,urlLink,urllink
1,The,the
2,Ends,end
3,Earth,earth
4,5,5
5,reasons,reason
6,planet,planet
7,going,go
8,hell,hell
9,Exploratory,exploratori
10,terrain,terrain
11,vehicles,vehicl
12,capering,caper
13,around,around
14,Mars,mar
15,yet,yet
16,remains,remain
17,bafflingly,bafflingli
18,alien,alien
19,We,We
20,Mother,mother
21,children,children
22,think,think
23,know,know
24,well,well
25,whenever,whenev
26,unexpected,unexpect
27,phenomenon,phenomenon
28,rouses,rous
29,curiosity,curios
30,uncover,uncov
31,disturbing,disturb
32,aspects,aspect
33,secret,secret
34,life,life
35,Lately,late
36,rush,rush
37,peculiar,peculiar
38,discoveries,discoveri
39,downright,downright
40,embarrassing,embarrass
41,Let,let
42,consider,consid
43,Mom,mom
44,eccentricities,eccentr
45,implications,implic
