,word,lemma
0,Ok,Ok
1,AX,AX
2,This,thi
3,Saturday,saturday
4,I,I
5,decided,decid
6,since,sinc
7,flag,flag
8,football,footbal
9,season,season
10,Katherine,katherin
11,getting,get
12,ready,readi
13,go,go
14,Dallas,dalla
15,business,busi
16,trip,trip
17,might,might
18,well,well
19,get,get
20,started,start
21,holiday,holiday
22,shopping,shop
23,spent,spent
24,quite,quit
25,hours,hour
26,urlLink,urllink
27,Bellevue,bellevu
28,Square,squar
29,hit,hit
30,least,least
31,20,20
32,stores,store
33,One,one
34,last,last
35,went,went
36,mostly,mostli
37,curiosity,curios
38,Armani,armani
39,Exchange,exchang
40,Personally,person
41,hate,hate
42,clothing,cloth
43,It,It
44,either,either
45,label,label
46,saturated,satur
47,misguided,misguid
48,attempt,attempt
49,trendy,trendi
50,While,while
51,one,one
52,two,two
53,three,three
54,four,four
55,different,differ
56,sales,sale
57,people,peopl
58,try,tri
59,help,help
60,Normally,normal
61,walk,walk
62,store,store
63,like,like
64,lucky,lucki
65,The,the
66,person,person
67,male,male
68,got,got
69,attention,attent
70,staring,stare
71,directly,directli
72,eyes,eye
73,second,second
74,turned,turn
75,away,away
76,noticed,notic
77,still,still
78,watching,watch
79,made,made
80,eye,eye
81,contact,contact
82,conversation,convers
83,Most,most
84,going,go
85,buying,buy
86,basic,basic
87,salesperson,salesperson
88,chat,chat
89,When,when
90,said,said
91,What,what
92,afterward,afterward
93,figured,figur
94,My,My
95,response,respons
96,Probably,probabl
97,condescending,condescend
98,smirk,smirk
99,ended,end
100,discussion,discuss
