,word,stem
0,urlLink,urllink
1,Pentagon,pentagon
2,Test,test
3,New,new
4,Toys,toy
5,Iraq,iraq
6,America,america
7,needs,need
8,test,test
9,new,new
10,weapons,weapon
11,The,the
12,military,militari
13,technological,technolog
14,advantage,advantag
15,United,unit
16,States,state
17,continue,continu
18,grow,grow
19,best,best
20,testing,test
21,ground,ground
22,Americas,america
23,defense,defens
24,department,depart
25,invent,invent
26,lethal,lethal
27,toys,toy
28,bring,bring
29,much,much
30,good,good
31,possible,possibl
32,another,anoth
33,war,war
34,Gulf,gulf
35,conducting,conduct
36,secret,secret
37,research,research
38,develop,develop
39,kinds,kind
40,non,non
41,chemical,chemic
42,This,thi
43,reported,report
44,Jan,jan
45,van,van
46,Aken,aken
47,head,head
48,Germany,germani
49,based,base
50,Sunshine,sunshin
51,Project,project
