,word,stem
0,urlLink,urllink
1,Anti,anti
2,gravity,graviti
3,us,us
4,Are,are
5,sitting,sit
6,Good,good
7,going,go
8,blow,blow
9,mind,mind
10,This,thi
11,item,item
12,sound,sound
13,like,like
14,bad,bad
15,reject,reject
16,conspiracy,conspiraci
17,publications,public
18,Nexus,nexu
19,New,new
20,Dawn,dawn
21,X,X
22,Files,file
23,fanzine,fanzin
24,It,It
25,The,the
26,indisputable,indisput
27,fact,fact
28,US,US
29,UK,UK
30,putting,put
31,serious,seriou
32,money,money
33,anti,anti
34,research,research
35,military,militari
36,aerospace,aerospac
37,applications,applic
38,question,question
39,far,far
40,operational,oper
41,status,statu
42,There,there
43,informed,inform
44,speculation,specul
45,already,alreadi
46,used,use
47,American,american
48,B2,B2
49,bomber,bomber
50,via,via
