,word,stem
0,I,I
1,realize,realiz
2,graduating,graduat
3,three,three
4,days,day
5,keep,keep
6,forgetting,forget
7,little,littl
8,details,detail
9,entails,entail
10,Last,last
11,week,week
12,final,final
13,class,class
14,blue,blue
15,book,book
16,exam,exam
17,This,thi
18,wrote,wrote
19,paper,paper
20,Tomorrow,tomorrow
21,slightly,slightli
22,overwhelming,overwhelm
23,A,A
24,lot,lot
25,things,thing
26,going,go
27,different,differ
28,graduate,graduat
29,There,there
30,many,mani
31,advantages,advantag
32,take,take
33,granted,grant
34,like,like
35,student,student
36,pricing,price
37,tickets,ticket
38,computing,comput
39,access,access
40,get,get
41,university,univers
42,need,need
43,figure,figur
44,primary,primari
45,email,email
46,address,address
47,probably,probabl
48,move,move
49,something,someth
50,mike,mike
51,bibik,bibik
52,org,org
53,soon,soon
54,But,but
55,host,host
56,want,want
57,pay,pay
58,hosting,host
59,leaving,leav
60,Daily,daili
61,use,use
62,servers,server
63,home,home
64,server,server
65,static,static
66,IP,IP
67,Oh,Oh
68,well,well
69,might,might
70,least,least
71,worries,worri
72,More,more
73,later,later
74,time,time
75,second,second
76,last,last
