,word,lemma
0,Current,current
1,Phase,phase
2,First,first
3,Quarter,quarter
4,Aquarius,aquariu
5,Begins,begin
6,Monday,monday
7,12,12
8,53,53
9,PM,PM
10,PST,pst
11,Ends,end
12,Friday,friday
13,2,2
14,38,38
15,phases,phase
16,symbols,symbol
17,crises,crise
18,The,the
19,action,action
20,Last,last
21,consciousness,conscious
22,Now,now
23,symbolic,symbol
24,new,new
25,moon,moon
26,seed,seed
27,buds,bud
28,mixes,mix
29,nicely,nice
30,waxing,wax
31,Release,releas
32,anything,anyth
33,acting,act
34,obstacle,obstacl
35,implementation,implement
36,idea,idea
37,If,If
38,obstacles,obstacl
39,dealt,dealt
40,growth,growth
41,may,may
42,impeded,imped
43,Traditional,tradit
44,Aquarian,aquarian
45,Traits,trait
46,Friendly,friendli
47,humanitarian,humanitarian
48,Honest,honest
49,loyal,loyal
50,Original,origin
51,inventive,invent
52,Independent,independ
53,intellectual,intellectu
54,On,On
55,dark,dark
56,side,side
57,Intractable,intract
58,contrary,contrari
59,Perverse,pervers
60,unpredictable,unpredict
61,Unemotional,unemot
62,detached,detach
63,Sources,sourc
64,urlLink,urllink
65,Moonsurfing,moonsurf
66,Astrology,astrolog
67,Online,onlin
