,word,lemma
0,GUSTS,gust
1,Another,anoth
2,wind,wind
3,blows,blow
4,tunnel,tunnel
5,concrete,concret
6,pipe,pipe
7,kids,kid
8,crawl,crawl
9,I,I
10,stayed,stay
11,claimed,claim
12,walls,wall
13,still,still
14,refusing,refus
15,birth,birth
16,Inside,insid
17,asked,ask
18,others,other
19,tell,tell
20,truth,truth
21,They,they
22,slow,slow
23,come,come
24,questions,question
25,nobody,nobodi
26,could,could
27,match,match
28,hours,hour
29,practice,practic
30,asking,ask
31,void,void
32,abyss,abyss
33,fed,fed
34,mother,mother
35,milk,milk
36,scrawled,scrawl
37,marks,mark
38,measure,measur
39,time,time
40,It,It
41,secrets,secret
42,revealed,reveal
43,forget,forget
44,another,anoth
45,yes,ye
46,seal,seal
47,capsule,capsul
48,packing,pack
49,tape,tape
50,one,one
51,cast,cast
52,bottle,bottl
53,sea,sea
54,written,written
55,8,8
56,4,4
57,03,03
58,3,3
59,53,53
