,word,lemma
0,urlLink,urllink
1,KEXP,kexp
2,90,90
3,3,3
4,FM,FM
5,music,music
6,matters,matter
7,played,play
8,Hot,hot
9,Snakes,snake
10,radio,radio
11,Mmmm,mmmm
12,fact,fact
13,play,play
14,random,random
15,playlist,playlist
16,I,I
17,would,would
18,love,love
19,station,station
20,It,It
21,meaning,mean
22,songs,song
23,mixed,mix
24,bunch,bunch
25,stuff,stuff
26,never,never
27,heard,heard
28,rarely,rare
29,like,like
30,song,song
31,one,one
32,listen,listen
33,find,find
34,anything,anyth
35,new,new
