,word,lemma
0,Who,who
1,Art,art
2,In,In
3,Heaven,heaven
4,Hungry,hungri
5,believe,believ
6,I,I
7,one,one
8,asked,ask
9,moon,moon
10,forgiveness,forgiv
11,story,stori
12,repeated,repeat
13,perhaps,perhap
14,third,third
15,time,time
16,sure,sure
17,could,could
18,And,and
19,say,say
20,tell,tell
21,reason,reason
22,touch,touch
23,deprived,depriv
24,angst,angst
25,Exuses,exus
26,reminders,remind
27,win,win
28,situation,situat
29,escape,escap
30,Let,let
31,dead,dead
32,bury,buri
33,Release,releas
34,burdens,burden
35,soul,soul
36,They,they
37,belong,belong
38,control,control
39,Answer,answer
40,truthfully,truth
41,There,there
42,heavenly,heavenli
43,father,father
44,shows,show
45,years,year
46,late,late
47,forgotten,forgotten
48,purpose,purpos
49,labors,labor
50,rest,rest
51,seventh,seventh
52,day,day
