,frequency
Wired,1
report,1
The,2
Internet,1
still,1
functions,1
after,1
Saturday,1
midnight,1
so,1
far,1
Blaster,1
worm,2
failed,1
to,2
bring,1
down,1
a,1
Microsoft,2
s,1
site,1
and,4
network,1
cause,1
other,1
mischief,1
as,1
planned,1
says,1
no,2
problem,1
but,1
warns,1
individual,1
computers,1
remain,1
vulnerable,1
if,1
not,1
patched,1
When,1
my,1
comp,1
was,5
having,1
fits,1
last,1
monday,1
I,3
wondering,1
what,1
the,3
hell,1
happening,1
It,1
this,1
blaster,1
of,1
course,1
fortunately,1
for,1
me,1
had,1
another,1
OS,1
installed,1
got,1
on,1
web,1
downloaded,1
patch,1
back,1
up,1
running,1
in,1
time,1
flat,1
D,1
