,frequency
Todays,1
town,2
is,4
Nasirabad,1
this,2
in,3
the,5
Western,1
state,1
of,3
Rajasthan,1
place,2
extremely,1
hot,1
summers,1
and,5
has,2
a,1
perenial,1
water,1
shortage,1
Nearby,1
places,1
interest,1
include,1
Ajmer,1
which,1
Dargah,1
shrine,1
someone,1
famous,1
forgot,1
who,1
it,2
was,1
rumoured,1
emperor,1
Akbar,1
himself,1
had,3
come,1
here,2
his,1
prayers,1
fulfilled,1
I,2
did,1
class,1
2,1
3,1
Battle,1
Axe,1
Montessori,1
St,1
Anslem,1
s,1
School,1
Last,1
words,1
Okay,1
absolutely,1
no,1
crime,1
don,1
t,1
wanna,1
go,1
there,1
again,1
ever,1
