,frequency
Should,1
you,2
turn,1
of,1
your,1
cellphone,1
or,1
remove,1
the,7
battery,2
if,1
don,1
t,1
want,1
to,1
be,2
contacted,1
urlLink,2
This,2
comment,1
on,1
Smart,1
Mobs,1
says,1
that,2
mobile,1
phones,1
can,1
tracked,1
even,1
when,3
they,1
are,1
turned,2
off,4
I,1
found,1
this,1
worrying,1
and,1
somewhat,1
unbelievable,1
till,1
one,3
reads,1
comments,2
Where,1
someone,1
a,1
signal,1
is,2
sent,1
out,1
by,1
phone,4
it,1
being,1
gyan,1
explains,1
different,1
operator,1
messages,1
gets,1
removes,1
without,1
turning,2
vs,1
just,1
Link,1
