,frequency
There,1
is,3
some,2
talk,1
in,2
the,9
blogosphere,1
on,2
death,1
of,8
email,7
saving,1
rss,1
replacing,1
new,1
projects,1
like,3
urlLink,9
Internet,1
Mail,1
2000,1
what,2
I,1
m,1
trying,1
to,6
do,1
here,1
piece,1
together,1
various,1
points,1
views,1
and,6
solutions,1
The,1
premise,1
E,1
mail,2
dying,1
Why,1
because,1
amounts,1
spam,1
flowing,1
into,1
peoples,1
boxes,1
attack,1
viruses,1
SoBig,1
We,1
will,7
explore,1
Michael,1
Fraase,1
has,1
say,1
now,1
then,1
At,1
point,1
one,3
begin,1
wonder,1
whether,1
RSS,1
kill,1
or,1
publishing,1
huge,1
difference,1
between,1
two,1
When,1
figures,1
this,2
out,1
realise,1
that,3
there,2
are,1
people,2
other,1
side,1
debate,1
too,1
i,1
e,1
feel,1
live,1
course,2
someone,1
countered,1
as,1
well,1
a,1
response,1
be,2
me,1
who,1
bystanders,1
attempting,1
make,1
sense,1
chaos,1
exists,1
