,frequency
urlLink,2
This,2
is,3
a,2
curious,1
article,1
on,1
Mid,1
Day,1
It,1
talks,1
of,6
meteoric,1
rise,1
the,3
MiDay,1
Stock,1
in,2
response,1
to,2
speculative,1
trading,1
all,1
more,1
curoius,1
because,1
other,1
media,1
stocks,1
are,2
flat,1
Of,1
Course,1
rumours,1
buyout,1
MidDay,1
means,1
that,1
speculators,1
at,1
play,1
and,1
some,2
talk,1
my,2
company,2
as,2
being,1
one,1
suitors,1
That,1
seems,1
be,1
unlikely,1
there,1
internal,1
movement,1
launching,1
an,1
Afternoon,1
paper,1
Mumbai,1
Link,1
