,frequency
By,1
the,9
way,1
when,1
prez,1
Clinton,1
left,1
India,1
for,2
Pakistan,3
he,1
had,1
to,4
use,1
a,1
decoy,1
plane,2
The,4
secret,1
service,1
feared,1
would,1
be,1
shot,1
down,1
by,1
stinger,1
missiles,2
in,4
Stinger,1
well,1
they,3
were,1
supplied,1
with,1
gay,1
abandon,1
Afgani,1
s,3
during,1
Afganistan,1
war,1
and,1
now,1
are,1
hands,1
of,2
Pakistani,1
terrorists,1
best,1
part,1
is,1
yet,1
come,1
CIA,1
tried,1
buy,1
back,1
Stingers,1
then,1
said,1
d,1
pay,1
photographs,1
broken,1
stingers,1
yes,1
ppl,1
it,2
all,2
true,1
happening,2
here,1
most,1
place,1
on,1
this,2
planet,1
Nuclear,1
flashpoint,1
world,1
