,frequency
In,2
an,1
Economist,1
feature,1
urlLink,2
The,1
World,1
2004,2
A,1
story,1
on,3
the,12
Smart,2
Dust,1
revolution,3
Alun,1
Andersen,1
Editor,1
in,6
Chief,1
comments,1
that,5
for,3
decades,1
we,2
have,2
considered,1
progress,3
to,6
be,3
packing,2
of,8
more,6
and,5
transistors,1
less,3
silicon,2
Progress,1
he,1
argues,1
is,2
things,2
like,2
coming,1
smart,1
dust,2
or,3
accurately,1
networked,1
intelligenece,1
do,2
hazaar,1
remote,1
surveliiance,1
military,1
use,1
RFID,1
supermarkets,1
enabling,1
tracking,1
merchandise,1
a,5
fully,1
automated,1
staff,1
supermakret,1
For,1
almost,1
40,1
years,1
all,1
been,1
subscribing,1
simple,1
dogma,1
about,1
growth,1
information,2
age,1
means,2
making,1
computing,3
power,3
available,1
at,1
lower,2
prices,1
Back,1
1965,1
Gordon,1
Moore,1
laid,1
out,1
his,1
famous,1
law,2
number,1
components,1
could,1
squeezed,1
chip,1
would,1
double,1
every,1
year,1
two,1
Now,1
everybody,1
can,1
buy,1
laptop,1
computer,1
with,1
entire,1
nations,1
were,1
aspiring,1
1970s,1
Moores,1
still,1
has,1
long,1
future,1
But,1
belief,1
ever,1
will,2
seen,1
as,1
far,1
too,1
narrow,1
Just,1
arriving,1
another,1
kind,1
driven,1
by,2
ability,1
manufacture,1
billions,1
tiny,1
intelligent,2
communicating,1
sensors,2
Capable,1
organising,1
themselves,1
into,1
networks,1
make,1
up,1
their,2
small,1
brains,1
immense,1
numbers,1
Link,1
