,frequency
I,3
m,2
sick,1
of,4
looking,3
for,5
travel,1
quotes,2
a,3
round,2
trip,2
to,5
the,6
US,2
was,1
cheapest,1
one,2
available,1
but,1
no,1
luck,1
so,1
far,1
playing,1
rinra,1
ringa,1
roses,1
and,3
they,1
send,1
me,4
from,2
place,1
another,2
Why,1
am,1
i,1
ticket,1
Cause,1
my,1
Mum,1
has,1
go,1
towards,1
June,2
this,1
year,1
what,1
about,1
not,1
10,1
years,1
at,1
least,1
PS,1
If,1
anybody,1
can,1
help,1
please,1
email,1
urlLink,1
with,1
flights,1
New,1
York,1
Bombay,1
or,1
Mumbai,1
on,1
first,1
sunday,1
returning,1
around,1
second,1
week,1
August,1
yah,1
very,1
long,1
time,1
