,frequency
As,1
a,4
member,1
of,7
the,15
Nokia,7
planning,1
team,1
I,1
was,1
party,1
to,6
market,1
Insight,1
that,3
device,1
is,4
becoming,1
secondary,1
whole,1
process,1
communication,1
While,1
this,1
worrying,1
itself,1
digging,1
it,2
s,2
own,1
grave,1
How,1
For,1
years,1
phones,4
were,1
known,1
for,2
their,2
simplicity,1
and,2
ease,1
use,1
admittedly,1
by,1
top,1
execs,1
hte,1
company,1
proprietary,1
interface,2
on,4
hones,1
had,1
lot,1
do,1
with,2
Howver,1
newer,1
Nokias,1
are,1
using,1
Symbian,1
Series,2
60,2
based,1
OS,2
Which,1
means,1
no,2
longer,2
key,1
distinguishing,1
factor,1
between,1
different,1
brands,1
This,2
coupled,1
earlier,1
insight,1
would,1
mean,1
an,1
ever,1
weaking,1
technological,1
position,1
which,1
has,1
been,1
marketing,2
pitch,1
in,2
past,1
The,1
oft,1
repeated,1
statement,1
any,1
course,1
as,1
Technology,1
being,1
differentiator,1
but,1
leveller,1
will,2
be,2
true,1
Wired,1
story,1
cracking,1
N,1
Gage,1
Games,1
run,2
other,1
Siemens,1
illustrates,1
point,1
above,1
It,1
doesn,1
t,1
matter,1
who,1
you,1
buy,1
your,1
from,1
modern,1
applications,1
all,1
them,1
