,frequency
The,1
first,3
place,6
I,5
m,1
writing,1
about,2
is,6
a,9
called,2
Yol,2
Camp,1
This,4
town,3
based,2
on,2
hillside,2
in,7
the,11
Kangra,1
district,1
state,1
of,4
Himachal,1
Pradesh,1
near,1
Dhramsala,1
which,2
more,2
famous,1
due,1
to,5
Tibetan,1
Government,1
exile,1
ve,1
lived,1
this,1
twice,1
time,2
when,1
Iwas,1
doing,1
kindergarten,1
and,5
then,1
recently,1
class,1
8th,1
9th,1
remember,1
few,1
things,1
from,2
my,1
stay,1
used,1
go,1
school,1
Sacred,1
Heart,1
School,2
8,1
KM,1
away,1
And,1
other,2
studied,1
Kendriya,1
Vidalaya,1
Central,1
has,1
lot,2
temples,1
around,1
it,1
also,1
served,1
as,1
jump,1
point,1
visit,1
cities,1
towns,1
North,1
India,1
like,1
Pathankot,1
Jammu,1
Vaishno,1
Devi,1
very,3
big,1
pilgrimage,1
spot,1
A,2
picturesque,1
locale,1
As,1
whole,1
roads,1
up,1
hill,1
are,1
inclined,1
at,1
70,1
degree,1
angle,1
wont,1
happen,1
accidents,1
take,1
Last,1
words,1
Sleepy,1
Town,1
absolutely,1
no,1
crime,1
ideal,1
retirement,1
home,1
let,1
me,1
otta,1
here,1
