,frequency
I,2
m,1
considering,1
a,7
change,1
of,3
name,4
Not,2
my,2
the,2
this,1
blog,3
Why,1
It,2
s,1
long,3
story,1
goes,1
back,1
to,5
training,1
as,2
marketeer,1
The,1
Name,1
A,2
Blog,1
Formerly,1
Known,1
My,1
Ramblings,1
and,2
Rants,1
is,2
far,1
too,2
from,1
branding,1
perspectiv,1
complicated,1
for,2
anyone,2
refer,2
that,2
refering,1
me,2
But,1
if,1
someone,1
were,1
then,1
would,1
be,1
real,1
problem,1
Branding,1
nightmare,1
In,1
fact,1
can,1
hardly,1
think,1
any,1
popular,1
which,1
has,1
such,1
So,1
one,2
needs,1
snappy,1
or,1
two,1
words,1
