,frequency
As,1
much,1
as,1
I,6
dislike,1
indulging,1
in,1
a,5
flame,1
war,1
but,1
this,1
urlLink,7
poor,4
loser,4
seems,2
to,4
have,2
fan,1
following,1
Further,1
the,3
claims,1
admire,3
and,2
respect,1
people,3
who,3
can,3
argue,1
logically,1
without,1
getting,1
petty,1
or,1
personal,1
also,1
admit,1
defeat,1
graciously,1
when,1
they,1
lose,1
an,1
argument,1
fair,1
square,1
hear,1
out,1
other,1
arguments,1
before,1
stating,1
their,1
own,1
instead,1
of,1
blindly,1
sticking,1
stand,1
hope,1
be,2
such,1
person,1
myself,2
HAH,1
He,1
doesn,1
t,1
like,1
fact,1
he,2
google,1
bombed,1
too,1
D,1
In,1
retrospect,1
term,1
been,1
very,1
apt,1
since,1
is,1
most,1
definitely,1
Okay,2
m,1
repeating,1
Link,1
