,frequency
It,2
is,3
said,1
that,5
if,1
Newton,1
had,3
not,2
discovered,1
the,6
principles,2
of,2
Gravity,1
somebody,1
else,1
surely,1
would,1
have,1
This,1
has,1
been,1
proved,1
time,1
and,1
again,1
Ramanujam,1
reputedly,1
singlehandedly,1
calculated,1
all,1
mathematical,1
world,2
done,2
in,1
for,3
past,1
100,1
years,1
or,1
so,2
because,1
nobody,1
told,1
him,1
someone,1
already,2
Why,1
am,1
I,2
talking,3
about,3
this,1
thought,1
it,11
might,1
be,1
neat,1
idea,1
to,2
use,1
WiFi,2
as,2
a,2
third,1
standard,1
3rd,1
gen,1
mobile,1
telephony,1
apart,1
from,1
GSM,1
CDMA,1
by,1
piggybacking,1
VoIP,1
on,4
simpe,1
isn,1
t,2
turns,1
out,1
half,1
working,3
Not,1
only,2
but,2
search,1
urlLink,1
tells,1
like,1
crazy,1
And,1
also,1
taking,1
steps,1
counter,1
co,1
opt,1
last,1
month,1
s,1
sorry,1
can,1
lcoate,1
online,1
issue,1
wired,1
reports,1
