,frequency
What,1
the,7
urlLink,2
You,2
are,4
Blogging,3
my,4
view,3
The,1
first,2
time,1
i,3
heard,2
term,1
thing,1
that,3
came,1
to,8
mind,1
was,2
two,1
men,1
in,2
Kerela,1
on,1
a,7
Gogonet,1
tree,1
and,5
one,1
saying,1
other,1
blogging,1
However,1
now,2
this,3
means,2
something,2
totally,1
different,2
me,1
after,1
reading,1
your,2
blog,1
views,2
changing,1
How,1
many,1
of,3
us,1
actually,1
willing,1
let,1
go,1
our,1
opinions,1
accept,1
new,1
ones,1
as,1
we,2
just,1
read,3
or,1
from,1
so,2
strongly,1
believed,1
all,1
while,1
This,2
is,1
like,1
writing,1
personal,2
diary,4
for,3
everyone,1
I,4
always,1
thought,2
about,1
those,3
who,1
write,1
were,1
people,2
desperate,1
someone,1
picks,1
up,1
their,2
reads,1
it,2
saves,1
them,1
It,1
cry,1
help,1
poor,1
recluses,1
introverts,1
And,1
then,1
they,1
made,1
rule,1
thou,1
shall,1
not,2
obviously,1
attracted,1
more,1
diaries,1
So,1
am,1
turning,1
into,1
hopeless,1
recluse,1
hope,1
do,1
tend,1
drift,1
away,1
but,1
think,1
gives,1
you,1
chance,1
increase,1
scope,1
discussion,1
Anyways,1
Link,1
