,word,lemma
0,urlLink,urllink
1,Dangerous,danger
2,Viruses,virus
3,Feared,fear
4,Lost,lost
5,In,In
6,Iraq,iraq
7,strains,strain
8,cholera,cholera
9,black,black
10,fever,fever
11,HIV,hiv
12,polio,polio
13,hepatitis,hepat
14,may,may
15,lost,lost
16,postwar,postwar
17,looting,loot
18,key,key
19,disease,diseas
20,control,control
21,facility,facil
22,The,the
23,U,U
24,S,S
25,military,militari
26,worried,worri
27,used,use
28,weapons,weapon
29,As,As
30,escaped,escap
31,laboratory,laboratori
32,animals,anim
33,roamed,roam
34,compound,compound
35,new,new
36,sign,sign
37,posted,post
38,Arabic,arab
39,reading,read
40,Stay,stay
41,away,away
42,extremely,extrem
43,dangerous,danger
44,Lab,lab
45,polluted,pollut
46,viruses,virus
47,via,via
