,word,stem
0,urlLink,urllink
1,Weekly,weekli
2,Review,review
3,Harpers,harper
4,org,org
5,In,In
6,response,respons
7,mad,mad
8,cow,cow
9,crisis,crisi
10,United,unit
11,States,state
12,Department,depart
13,Agriculture,agricultur
14,banned,ban
15,human,human
16,consumption,consumpt
17,brains,brain
18,skulls,skull
19,spinal,spinal
20,cords,cord
21,vertebral,vertebr
22,columns,column
23,eyes,eye
24,nerve,nerv
25,tissue,tissu
26,cows,cow
27,older,older
28,30,30
29,months,month
30,Downer,downer
31,may,may
32,longer,longer
33,eaten,eaten
34,humans,human
35,though,though
36,boiled,boil
37,fed,fed
38,chickens,chicken
39,pigs,pig
40,younger,younger
41,still,still
