,word,stem
0,urlLink,urllink
1,Hunting,hunt
2,Deadly,deadli
3,Soviet,soviet
4,Legacy,legaci
5,terrorists,terrorist
6,looking,look
7,bargains,bargain
8,could,could
9,hardly,hardli
10,better,better
11,former,former
12,Union,union
13,The,the
14,Soviets,soviet
15,known,known
16,produced,produc
17,tens,ten
18,thousands,thousand
19,radioactive,radioact
20,devices,devic
21,uses,use
22,ranging,rang
23,medical,medic
24,diagnostics,diagnost
25,military,militari
26,communications,commun
27,many,mani
28,simply,simpli
29,abandoned,abandon
30,breakup,breakup
31,1991,1991
32,Some,some
33,regions,region
34,littered,litter
35,published,publish
36,tourist,tourist
37,guides,guid
38,caution,caution
39,travelers,travel
40,watch,watch
41,via,via
