,word,stem
0,urlLink,urllink
1,China,china
2,Launches,launch
3,Its,it
4,First,first
5,Piloted,pilot
6,Spaceflight,spaceflight
7,While,while
8,one,one
9,strongest,strongest
10,immediate,immedi
11,motivations,motiv
12,program,program
13,appears,appear
14,political,polit
15,prestige,prestig
16,efforts,effort
17,almost,almost
18,certainly,certainli
19,contribute,contribut
20,improved,improv
21,military,militari
22,space,space
23,systems,system
24,Wants,want
25,Manned,man
26,Base,base
27,Moon,moon
28,Whoever,whoever
29,first,first
30,conquers,conquer
31,moon,moon
32,benefit,benefit
